txId,in_degree,out_degree,total_degree
191216743,6.0,1.0,7.0
191199666,0.0,1.0,1.0
12402088,1.0,1.0,2.0
155427819,0.0,1.0,1.0
4193420,17.0,0.0,17.0
190086111,0.0,2.0,2.0
190086015,10.0,1.0,11.0
190943135,1.0,1.0,2.0
190943228,1.0,0.0,1.0
191380196,1.0,2.0,3.0
189798502,1.0,1.0,2.0
190919319,1.0,1.0,2.0
190919323,1.0,0.0,1.0
190061892,1.0,2.0,3.0
191727830,1.0,0.0,1.0
191694167,0.0,1.0,1.0
191694161,6.0,0.0,6.0
191590753,0.0,1.0,1.0
191757748,1.0,1.0,2.0
190453837,1.0,1.0,2.0
98851364,21.0,1.0,22.0
191607491,8.0,2.0,10.0
191778086,3.0,2.0,5.0
68261822,0.0,1.0,1.0
22717814,1.0,1.0,2.0
190997216,0.0,2.0,2.0
190997213,1.0,1.0,2.0
190860488,0.0,1.0,1.0
39262871,0.0,8.0,8.0
191103096,1.0,0.0,1.0
13331715,1.0,1.0,2.0
191112401,1.0,1.0,2.0
391137,0.0,14.0,14.0
191160287,16.0,0.0,16.0
191447738,4.0,10.0,14.0
191232767,6.0,10.0,16.0
191579828,1.0,1.0,2.0
191579833,1.0,0.0,1.0
191433373,0.0,1.0,1.0
191630957,1.0,1.0,2.0
191630966,1.0,1.0,2.0
191121960,0.0,1.0,1.0
32874531,20.0,0.0,20.0
190419078,1.0,2.0,3.0
190826830,11.0,1.0,12.0
171401888,3.0,1.0,4.0
189801292,0.0,1.0,1.0
190044271,10.0,2.0,12.0
191167263,0.0,1.0,1.0
191703477,1.0,2.0,3.0
62565943,5.0,0.0,5.0
17083834,0.0,2.0,2.0
189984404,0.0,2.0,2.0
191438675,1.0,1.0,2.0
189994028,1.0,1.0,2.0
189994032,1.0,2.0,3.0
1003609,0.0,23.0,23.0
77233543,1.0,0.0,1.0
192126456,1.0,1.0,2.0
192126566,1.0,1.0,2.0
191004401,3.0,0.0,3.0
29546535,1.0,1.0,2.0
191132648,1.0,2.0,3.0
191206737,2.0,1.0,3.0
191668246,36.0,0.0,36.0
190924689,0.0,2.0,2.0
191123226,5.0,1.0,6.0
94440553,1.0,4.0,5.0
190822075,2.0,3.0,5.0
190499916,0.0,1.0,1.0
191004208,3.0,0.0,3.0
190863214,0.0,1.0,1.0
191118257,5.0,1.0,6.0
191523819,0.0,1.0,1.0
191164925,0.0,2.0,2.0
190416867,1.0,2.0,3.0
190416866,1.0,0.0,1.0
153241681,0.0,1.0,1.0
25111025,1.0,1.0,2.0
190890429,1.0,1.0,2.0
88875780,1.0,1.0,2.0
191209382,11.0,0.0,11.0
190422449,1.0,1.0,2.0
190422453,1.0,1.0,2.0
190024863,0.0,1.0,1.0
190024592,9.0,1.0,10.0
6762546,0.0,3.0,3.0
191424488,1.0,0.0,1.0
190039381,0.0,1.0,1.0
190021221,1.0,1.0,2.0
190880034,1.0,1.0,2.0
191689687,1.0,1.0,2.0
191702514,3.0,0.0,3.0
190471894,7.0,1.0,8.0
190829527,10.0,2.0,12.0
191105819,1.0,1.0,2.0
119354885,1.0,1.0,2.0
190826132,1.0,2.0,3.0
191111479,1.0,2.0,3.0
190064850,1.0,2.0,3.0
2214966,1.0,1.0,2.0
190016868,0.0,1.0,1.0
191167240,14.0,0.0,14.0
191567310,1.0,1.0,2.0
191567306,1.0,1.0,2.0
191192941,1.0,2.0,3.0
191192944,1.0,1.0,2.0
190830480,0.0,1.0,1.0
190830469,10.0,2.0,12.0
190041123,1.0,1.0,2.0
190041107,1.0,1.0,2.0
190870650,1.0,1.0,2.0
190418378,1.0,2.0,3.0
191198260,0.0,2.0,2.0
191198248,1.0,0.0,1.0
191004440,0.0,1.0,1.0
191120784,10.0,1.0,11.0
190829148,0.0,2.0,2.0
92544539,1.0,0.0,1.0
191766562,1.0,1.0,2.0
191766572,1.0,1.0,2.0
25272715,0.0,1.0,1.0
192135541,1.0,1.0,2.0
192135552,1.0,0.0,1.0
39166896,0.0,2.0,2.0
160966991,12.0,4.0,16.0
191117765,10.0,2.0,12.0
191382898,1.0,15.0,16.0
192136978,1.0,0.0,1.0
127351287,0.0,1.0,1.0
190044336,6.0,1.0,7.0
190032381,0.0,4.0,4.0
190522047,1.0,0.0,1.0
190988798,1.0,2.0,3.0
190989035,1.0,0.0,1.0
190822038,0.0,1.0,1.0
136738103,4.0,1.0,5.0
190986406,1.0,2.0,3.0
190986402,1.0,0.0,1.0
192136233,0.0,2.0,2.0
222791191,1.0,0.0,1.0
190460561,0.0,2.0,2.0
190829750,18.0,1.0,19.0
191108964,1.0,1.0,2.0
191108962,1.0,1.0,2.0
190420216,1.0,2.0,3.0
190822369,1.0,2.0,3.0
79409177,1.0,1.0,2.0
191430299,1.0,2.0,3.0
191430138,2.0,1.0,3.0
190005035,1.0,2.0,3.0
190005032,1.0,2.0,3.0
190909831,1.0,0.0,1.0
180953434,2.0,1.0,3.0
191761657,5.0,2.0,7.0
191379451,0.0,1.0,1.0
190043560,7.0,2.0,9.0
190942880,0.0,1.0,1.0
119687367,1.0,1.0,2.0
189981767,0.0,2.0,2.0
30373184,10.0,1.0,11.0
190532006,0.0,1.0,1.0
190829544,6.0,1.0,7.0
2544057,0.0,12.0,12.0
191205769,1.0,1.0,2.0
191761480,1.0,1.0,2.0
191761513,1.0,1.0,2.0
190502124,0.0,2.0,2.0
191114066,4.0,0.0,4.0
189996324,0.0,2.0,2.0
37690935,2.0,1.0,3.0
191426829,0.0,3.0,3.0
191192940,20.0,1.0,21.0
191455749,9.0,8.0,17.0
100077854,9.0,5.0,14.0
49589399,0.0,1.0,1.0
191211338,0.0,1.0,1.0
191211110,21.0,0.0,21.0
190905828,0.0,2.0,2.0
190905755,1.0,0.0,1.0
190082732,0.0,2.0,2.0
190450463,21.0,1.0,22.0
191166976,0.0,1.0,1.0
77201206,0.0,1.0,1.0
193043693,8.0,0.0,8.0
191704543,1.0,1.0,2.0
191704551,1.0,1.0,2.0
189984964,0.0,1.0,1.0
190006218,0.0,3.0,3.0
58742200,1.0,0.0,1.0
191448059,1.0,12.0,13.0
191451672,2.0,2.0,4.0
190050125,0.0,5.0,5.0
190454424,1.0,1.0,2.0
191631004,1.0,2.0,3.0
193043377,1.0,1.0,2.0
191146717,0.0,3.0,3.0
191146710,2.0,0.0,2.0
92544519,1.0,0.0,1.0
26564271,0.0,1.0,1.0
190450302,40.0,1.0,41.0
190830278,0.0,1.0,1.0
190829768,39.0,0.0,39.0
23712373,0.0,1.0,1.0
190829167,3.0,1.0,4.0
191141478,1.0,2.0,3.0
191639145,10.0,1.0,11.0
191575034,0.0,1.0,1.0
190021224,2.0,2.0,4.0
140691690,0.0,1.0,1.0
191118695,3.0,1.0,4.0
189985143,1.0,2.0,3.0
191450780,8.0,11.0,19.0
191603035,11.0,4.0,15.0
191438638,0.0,2.0,2.0
78513247,1.0,0.0,1.0
190425873,2.0,1.0,3.0
191118688,4.0,0.0,4.0
118532326,0.0,5.0,5.0
5189660,1.0,0.0,1.0
129746126,0.0,1.0,1.0
10545229,5.0,1.0,6.0
190823337,1.0,2.0,3.0
191104893,1.0,2.0,3.0
190419975,1.0,2.0,3.0
190419980,1.0,1.0,2.0
190060069,1.0,1.0,2.0
190060078,1.0,1.0,2.0
190042880,0.0,1.0,1.0
190450310,21.0,2.0,23.0
190060399,1.0,2.0,3.0
191216798,22.0,0.0,22.0
190019009,2.0,1.0,3.0
12408317,1.0,1.0,2.0
112826772,0.0,3.0,3.0
191155242,9.0,0.0,9.0
191135640,1.0,2.0,3.0
193065633,1.0,0.0,1.0
191118528,1.0,2.0,3.0
191647274,10.0,1.0,11.0
92544153,1.0,0.0,1.0
190841406,0.0,1.0,1.0
170362175,1.0,1.0,2.0
191653538,1.0,1.0,2.0
192084724,0.0,1.0,1.0
190829747,1.0,1.0,2.0
191600853,10.0,6.0,16.0
189999734,1.0,2.0,3.0
190912993,1.0,1.0,2.0
190030960,0.0,2.0,2.0
191776805,9.0,0.0,9.0
22438065,0.0,1.0,1.0
191640284,10.0,2.0,12.0
191602473,9.0,7.0,16.0
17953940,7.0,2.0,9.0
191430301,1.0,1.0,2.0
190086509,0.0,1.0,1.0
190450671,22.0,1.0,23.0
190450681,0.0,2.0,2.0
828482,0.0,13.0,13.0
191460631,8.0,1.0,9.0
191563491,1.0,2.0,3.0
3578722,5.0,0.0,5.0
1108512,0.0,11.0,11.0
8775836,9.0,0.0,9.0
190436318,0.0,1.0,1.0
84594609,10.0,1.0,11.0
190413307,1.0,2.0,3.0
190988728,1.0,2.0,3.0
3924318,1.0,0.0,1.0
191428335,0.0,1.0,1.0
191166783,1.0,2.0,3.0
191556296,1.0,1.0,2.0
40552288,1.0,2.0,3.0
2913594,1.0,0.0,1.0
190450664,0.0,1.0,1.0
189992006,0.0,1.0,1.0
125767989,35.0,1.0,36.0
190898840,0.0,1.0,1.0
126123174,0.0,1.0,1.0
26947361,1.0,1.0,2.0
190883790,1.0,1.0,2.0
190899479,1.0,1.0,2.0
191448830,9.0,10.0,19.0
190829149,0.0,1.0,1.0
84593745,24.0,1.0,25.0
191597603,3.0,5.0,8.0
191598301,5.0,0.0,5.0
190830074,0.0,1.0,1.0
190434551,1.0,1.0,2.0
190825629,1.0,1.0,2.0
191394882,0.0,1.0,1.0
191394873,9.0,1.0,10.0
190427097,1.0,2.0,3.0
190427094,1.0,0.0,1.0
190869689,0.0,2.0,2.0
691989,1.0,0.0,1.0
190922083,1.0,1.0,2.0
190934280,1.0,1.0,2.0
190003061,0.0,1.0,1.0
190829522,1.0,1.0,2.0
190016405,1.0,1.0,2.0
190017134,1.0,1.0,2.0
10002856,9.0,6.0,15.0
190903281,0.0,1.0,1.0
190903295,1.0,2.0,3.0
190829864,0.0,2.0,2.0
92544559,1.0,0.0,1.0
191115823,10.0,1.0,11.0
191391143,0.0,2.0,2.0
191392360,10.0,1.0,11.0
191390771,0.0,2.0,2.0
190999088,10.0,2.0,12.0
190013766,1.0,2.0,3.0
53431359,11.0,2.0,13.0
191223043,0.0,1.0,1.0
191223051,1.0,1.0,2.0
191434275,8.0,8.0,16.0
191601143,4.0,1.0,5.0
120246452,5.0,10.0,15.0
122556489,7.0,9.0,16.0
190030328,0.0,7.0,7.0
190999069,1.0,0.0,1.0
191428856,0.0,2.0,2.0
190031651,9.0,2.0,11.0
117972679,1.0,1.0,2.0
191785845,1.0,1.0,2.0
100485224,1.0,1.0,2.0
190005881,0.0,1.0,1.0
190005880,1.0,1.0,2.0
24806914,1.0,3.0,4.0
136738104,1.0,3.0,4.0
11650537,1.0,2.0,3.0
32676501,2.0,1.0,3.0
190885490,0.0,1.0,1.0
191116692,6.0,2.0,8.0
191164936,0.0,1.0,1.0
190084294,0.0,2.0,2.0
190014034,0.0,1.0,1.0
192125962,1.0,1.0,2.0
192125967,1.0,1.0,2.0
1467120,0.0,1.0,1.0
54531857,2.0,1.0,3.0
190891237,0.0,2.0,2.0
190891244,1.0,0.0,1.0
191389960,0.0,1.0,1.0
191389957,1.0,1.0,2.0
140172470,1.0,1.0,2.0
189804996,1.0,1.0,2.0
189804993,1.0,1.0,2.0
190451919,1.0,1.0,2.0
190451915,10.0,3.0,13.0
191127657,0.0,2.0,2.0
77832667,2.0,0.0,2.0
190945734,1.0,1.0,2.0
190945744,1.0,0.0,1.0
84597310,0.0,1.0,1.0
191213282,3.0,0.0,3.0
190473841,0.0,2.0,2.0
191390973,10.0,2.0,12.0
126711082,2.0,1.0,3.0
126708431,3.0,1.0,4.0
189984389,1.0,2.0,3.0
94431739,1.0,0.0,1.0
190416616,1.0,2.0,3.0
190416619,1.0,1.0,2.0
65708909,0.0,9.0,9.0
191767584,3.0,0.0,3.0
92544525,1.0,0.0,1.0
64669307,1.0,0.0,1.0
190932596,1.0,1.0,2.0
191244464,2.0,0.0,2.0
190434756,1.0,1.0,2.0
190826137,1.0,1.0,2.0
191454060,4.0,7.0,11.0
191591870,2.0,0.0,2.0
191564620,0.0,2.0,2.0
191776699,2.0,1.0,3.0
191239196,0.0,1.0,1.0
191641498,3.0,1.0,4.0
119222414,1.0,1.0,2.0
46256982,1.0,1.0,2.0
191107782,1.0,1.0,2.0
191107780,1.0,1.0,2.0
191583240,2.0,1.0,3.0
190043558,1.0,2.0,3.0
191104836,1.0,2.0,3.0
191638909,10.0,1.0,11.0
190479769,0.0,1.0,1.0
27662600,1.0,3.0,4.0
160508821,5.0,0.0,5.0
190831164,1.0,1.0,2.0
191640329,10.0,0.0,10.0
191192071,1.0,2.0,3.0
30070014,5.0,0.0,5.0
190918222,1.0,1.0,2.0
190978123,1.0,1.0,2.0
189984375,0.0,2.0,2.0
145649835,1.0,0.0,1.0
191784862,1.0,1.0,2.0
190418803,1.0,1.0,2.0
190955269,1.0,2.0,3.0
191642066,1.0,1.0,2.0
192119415,1.0,1.0,2.0
192119419,1.0,1.0,2.0
191166462,0.0,2.0,2.0
190826173,10.0,2.0,12.0
190876429,1.0,2.0,3.0
190876437,1.0,1.0,2.0
189998987,1.0,1.0,2.0
189999062,1.0,1.0,2.0
191390776,0.0,1.0,1.0
189984401,1.0,2.0,3.0
190409720,1.0,0.0,1.0
190060643,1.0,1.0,2.0
190060646,1.0,2.0,3.0
190448362,1.0,2.0,3.0
190448348,10.0,2.0,12.0
190086106,1.0,1.0,2.0
190915032,1.0,1.0,2.0
191601452,4.0,1.0,5.0
191216969,0.0,1.0,1.0
191385983,1.0,1.0,2.0
191198410,1.0,0.0,1.0
324073,0.0,14.0,14.0
191638247,4.0,1.0,5.0
57196877,1.0,1.0,2.0
96574992,1.0,1.0,2.0
190898904,1.0,1.0,2.0
191139094,1.0,1.0,2.0
190048573,0.0,1.0,1.0
191116301,0.0,1.0,1.0
191765038,1.0,1.0,2.0
165053654,1.0,1.0,2.0
190822017,0.0,2.0,2.0
157115949,2.0,0.0,2.0
189993833,1.0,2.0,3.0
189995676,1.0,1.0,2.0
33575072,0.0,1.0,1.0
8799133,1.0,2.0,3.0
190076642,0.0,2.0,2.0
191391599,1.0,1.0,2.0
190053166,1.0,1.0,2.0
190830481,0.0,3.0,3.0
189798499,1.0,1.0,2.0
191228456,1.0,1.0,2.0
12661487,1.0,1.0,2.0
179303791,1.0,1.0,2.0
190933828,0.0,2.0,2.0
190933826,1.0,0.0,1.0
191582826,0.0,1.0,1.0
190043565,1.0,2.0,3.0
191107309,1.0,1.0,2.0
191631383,1.0,2.0,3.0
17070167,6.0,8.0,14.0
191455504,4.0,7.0,11.0
190959576,1.0,2.0,3.0
191639855,2.0,1.0,3.0
192125472,1.0,1.0,2.0
192125486,2.0,1.0,3.0
191765054,2.0,1.0,3.0
50352214,0.0,1.0,1.0
190829154,9.0,1.0,10.0
7309494,0.0,4.0,4.0
190004767,1.0,1.0,2.0
190071559,1.0,1.0,2.0
190094123,3.0,1.0,4.0
190419641,1.0,1.0,2.0
190894927,1.0,2.0,3.0
190910236,1.0,0.0,1.0
191193738,1.0,1.0,2.0
191193911,1.0,1.0,2.0
191185484,1.0,2.0,3.0
191423679,0.0,1.0,1.0
190450470,4.0,1.0,5.0
189811046,0.0,1.0,1.0
55131476,5.0,0.0,5.0
191390149,1.0,1.0,2.0
190039810,10.0,1.0,11.0
190875521,0.0,1.0,1.0
189808039,1.0,2.0,3.0
189808032,1.0,1.0,2.0
74044,0.0,8.0,8.0
121724985,9.0,2.0,11.0
190954561,1.0,1.0,2.0
190954564,1.0,1.0,2.0
132706218,1.0,1.0,2.0
191673388,3.0,0.0,3.0
191107595,1.0,1.0,2.0
191631370,9.0,0.0,9.0
126806129,0.0,3.0,3.0
190437437,1.0,0.0,1.0
191201745,0.0,2.0,2.0
191201683,1.0,0.0,1.0
191190749,0.0,1.0,1.0
190915544,1.0,1.0,2.0
190949615,1.0,1.0,2.0
190934302,1.0,1.0,2.0
190934660,1.0,1.0,2.0
25650442,1.0,1.0,2.0
190412935,0.0,1.0,1.0
190412865,1.0,1.0,2.0
191725312,0.0,1.0,1.0
189798510,0.0,2.0,2.0
190877062,1.0,1.0,2.0
201692304,1.0,1.0,2.0
191380986,1.0,1.0,2.0
191778630,6.0,0.0,6.0
191382319,1.0,1.0,2.0
10517263,1.0,1.0,2.0
190478721,0.0,1.0,1.0
190830730,10.0,1.0,11.0
190036093,1.0,0.0,1.0
190934675,1.0,1.0,2.0
191759472,1.0,1.0,2.0
22052110,1.0,1.0,2.0
191390246,1.0,1.0,2.0
191590520,0.0,1.0,1.0
21060913,4.0,1.0,5.0
190416293,1.0,1.0,2.0
190416291,1.0,1.0,2.0
190954915,1.0,2.0,3.0
191127866,12.0,0.0,12.0
5786651,1.0,8.0,9.0
190830487,9.0,1.0,10.0
5433567,0.0,1.0,1.0
190044273,0.0,2.0,2.0
190044263,10.0,1.0,11.0
136725879,1.0,1.0,2.0
23445965,1.0,1.0,2.0
192125468,1.0,1.0,2.0
190832681,10.0,1.0,11.0
191121082,10.0,1.0,11.0
190059782,1.0,2.0,3.0
190059780,1.0,1.0,2.0
10703765,0.0,1.0,1.0
190482199,0.0,1.0,1.0
190830732,10.0,1.0,11.0
42622883,1.0,1.0,2.0
191416875,1.0,1.0,2.0
190005963,1.0,1.0,2.0
190448358,3.0,1.0,4.0
191164525,0.0,2.0,2.0
191193345,1.0,0.0,1.0
191452580,0.0,2.0,2.0
191434276,5.0,11.0,16.0
190977768,1.0,1.0,2.0
190977904,1.0,0.0,1.0
190063331,1.0,2.0,3.0
14664633,1.0,0.0,1.0
191418255,1.0,2.0,3.0
189806133,1.0,1.0,2.0
90406434,1.0,3.0,4.0
190064531,1.0,1.0,2.0
190064537,1.0,1.0,2.0
108015936,1.0,1.0,2.0
24086744,1.0,1.0,2.0
191390085,0.0,1.0,1.0
191389968,1.0,2.0,3.0
191115060,2.0,1.0,3.0
190453669,1.0,1.0,2.0
190831495,1.0,1.0,2.0
39694206,1.0,1.0,2.0
189981940,1.0,2.0,3.0
191165690,0.0,2.0,2.0
827907,0.0,11.0,11.0
190107206,2.0,1.0,3.0
190859323,1.0,3.0,4.0
190859321,1.0,0.0,1.0
191391327,0.0,1.0,1.0
192130965,1.0,1.0,2.0
98469879,1.0,1.0,2.0
189985146,1.0,2.0,3.0
191501490,1.0,0.0,1.0
191390775,0.0,2.0,2.0
65768984,1.0,1.0,2.0
191455721,2.0,2.0,4.0
7693868,1.0,1.0,2.0
190434250,1.0,2.0,3.0
190051915,0.0,2.0,2.0
40495756,1.0,0.0,1.0
190062975,1.0,2.0,3.0
193397909,1.0,0.0,1.0
92724844,2.0,7.0,9.0
190006176,1.0,1.0,2.0
190832609,0.0,1.0,1.0
190832599,10.0,1.0,11.0
192097609,1.0,2.0,3.0
192097603,1.0,0.0,1.0
123481456,0.0,1.0,1.0
189996166,2.0,2.0,4.0
191216742,2.0,2.0,4.0
191216752,2.0,1.0,3.0
190983876,0.0,1.0,1.0
191108954,1.0,1.0,2.0
189992151,0.0,1.0,1.0
189992092,1.0,1.0,2.0
190875913,0.0,1.0,1.0
191119981,6.0,1.0,7.0
193048077,5.0,0.0,5.0
190013762,1.0,1.0,2.0
189805948,1.0,1.0,2.0
191565978,1.0,1.0,2.0
190948365,1.0,2.0,3.0
191637377,25.0,0.0,25.0
191247955,0.0,2.0,2.0
191391115,15.0,1.0,16.0
97441316,1.0,1.0,2.0
191800648,1.0,1.0,2.0
190967287,0.0,1.0,1.0
190967276,2.0,0.0,2.0
191455716,4.0,1.0,5.0
191150344,0.0,1.0,1.0
97015086,2.0,3.0,5.0
191235246,17.0,2.0,19.0
190082312,0.0,2.0,2.0
199819,0.0,7.0,7.0
191608038,2.0,0.0,2.0
190001235,1.0,2.0,3.0
191786681,1.0,1.0,2.0
190826908,1.0,2.0,3.0
190893903,1.0,1.0,2.0
190906818,1.0,0.0,1.0
190062457,1.0,2.0,3.0
191785054,1.0,1.0,2.0
191394885,4.0,1.0,5.0
55057739,1.0,4.0,5.0
190431899,1.0,0.0,1.0
192131302,1.0,1.0,2.0
190920651,1.0,1.0,2.0
191755620,0.0,1.0,1.0
191112433,1.0,2.0,3.0
191112582,1.0,2.0,3.0
191380075,1.0,1.0,2.0
191380079,1.0,2.0,3.0
36579896,0.0,1.0,1.0
191235232,1.0,1.0,2.0
189798494,1.0,1.0,2.0
189992476,1.0,1.0,2.0
191383592,0.0,1.0,1.0
190829539,1.0,1.0,2.0
191426556,0.0,1.0,1.0
191178533,1.0,1.0,2.0
27587337,1.0,1.0,2.0
190014292,1.0,2.0,3.0
189984406,1.0,2.0,3.0
190826195,2.0,0.0,2.0
191164537,1.0,2.0,3.0
191165451,1.0,2.0,3.0
190830735,0.0,1.0,1.0
191637987,0.0,1.0,1.0
190433064,1.0,1.0,2.0
190433005,1.0,1.0,2.0
191202564,0.0,1.0,1.0
191603489,11.0,4.0,15.0
142034307,0.0,1.0,1.0
191596754,4.0,5.0,9.0
191118694,0.0,2.0,2.0
189800097,0.0,9.0,9.0
142072425,1.0,5.0,6.0
189981402,1.0,1.0,2.0
189981408,1.0,2.0,3.0
119174204,0.0,1.0,1.0
191193950,2.0,1.0,3.0
191194196,1.0,1.0,2.0
190444190,3.0,2.0,5.0
191108335,1.0,0.0,1.0
190057275,0.0,1.0,1.0
191242365,0.0,2.0,2.0
191242099,1.0,0.0,1.0
190000661,1.0,2.0,3.0
190968979,1.0,0.0,1.0
191192918,1.0,1.0,2.0
191194788,3.0,1.0,4.0
189989270,1.0,4.0,5.0
190427047,1.0,0.0,1.0
191725307,0.0,1.0,1.0
214197620,0.0,1.0,1.0
205490525,1.0,1.0,2.0
191428792,1.0,2.0,3.0
190086621,0.0,1.0,1.0
190947903,0.0,1.0,1.0
190948200,1.0,1.0,2.0
191203844,1.0,0.0,1.0
190914840,0.0,2.0,2.0
190914674,1.0,1.0,2.0
190959725,1.0,1.0,2.0
190925110,1.0,1.0,2.0
190070668,1.0,1.0,2.0
23707413,1.0,1.0,2.0
191192795,1.0,1.0,2.0
31000107,0.0,3.0,3.0
191427532,1.0,1.0,2.0
98438657,1.0,1.0,2.0
61121535,0.0,1.0,1.0
189983108,1.0,1.0,2.0
190448354,10.0,1.0,11.0
192124347,1.0,1.0,2.0
192124490,1.0,1.0,2.0
191600601,3.0,1.0,4.0
189983113,0.0,2.0,2.0
191703643,1.0,2.0,3.0
191703843,1.0,1.0,2.0
189995697,1.0,1.0,2.0
190413188,1.0,1.0,2.0
190432998,1.0,1.0,2.0
192125615,1.0,1.0,2.0
192125760,2.0,1.0,3.0
191416856,1.0,2.0,3.0
190948577,1.0,1.0,2.0
222793704,1.0,2.0,3.0
191409139,1.0,2.0,3.0
2671572,1.0,5.0,6.0
190427078,1.0,0.0,1.0
190053585,0.0,1.0,1.0
190433439,1.0,2.0,3.0
191448060,4.0,8.0,12.0
190454429,1.0,2.0,3.0
192095548,1.0,1.0,2.0
189985492,0.0,2.0,2.0
190409549,1.0,1.0,2.0
140051524,0.0,1.0,1.0
190446569,2.0,1.0,3.0
191426366,0.0,1.0,1.0
189982122,2.0,2.0,4.0
191701182,0.0,1.0,1.0
191701429,1.0,1.0,2.0
191415813,1.0,2.0,3.0
191417578,1.0,1.0,2.0
190446562,10.0,2.0,12.0
191142077,1.0,1.0,2.0
191142080,1.0,2.0,3.0
191141466,1.0,1.0,2.0
191134144,1.0,1.0,2.0
191654675,1.0,1.0,2.0
190832303,0.0,2.0,2.0
190832053,27.0,1.0,28.0
190426242,1.0,2.0,3.0
190426239,1.0,0.0,1.0
191703283,1.0,2.0,3.0
191703289,1.0,1.0,2.0
191727820,1.0,1.0,2.0
191727698,5.0,0.0,5.0
190957256,1.0,1.0,2.0
190421555,1.0,1.0,2.0
191164489,1.0,1.0,2.0
191248012,0.0,2.0,2.0
191640461,10.0,1.0,11.0
190009672,1.0,1.0,2.0
190009670,1.0,1.0,2.0
191438471,1.0,1.0,2.0
190898861,1.0,1.0,2.0
191202788,0.0,1.0,1.0
190953001,1.0,1.0,2.0
190953004,1.0,1.0,2.0
190823295,1.0,0.0,1.0
191409136,1.0,1.0,2.0
191450172,5.0,11.0,16.0
36578884,0.0,1.0,1.0
190049039,0.0,1.0,1.0
191616364,0.0,2.0,2.0
167152488,5.0,0.0,5.0
222802935,0.0,1.0,1.0
191574587,1.0,1.0,2.0
190826159,9.0,0.0,9.0
189985975,1.0,2.0,3.0
35740147,6.0,2.0,8.0
191208469,0.0,2.0,2.0
191208466,1.0,0.0,1.0
190480344,1.0,1.0,2.0
190480019,2.0,0.0,2.0
3162798,1.0,0.0,1.0
191771145,0.0,1.0,1.0
191770997,2.0,1.0,3.0
191194947,1.0,1.0,2.0
190005576,0.0,2.0,2.0
190451922,10.0,1.0,11.0
190871942,0.0,1.0,1.0
190039035,1.0,2.0,3.0
190038880,10.0,2.0,12.0
103401421,0.0,1.0,1.0
189993825,1.0,2.0,3.0
191235252,1.0,1.0,2.0
190422893,1.0,1.0,2.0
45213453,1.0,1.0,2.0
190032426,0.0,2.0,2.0
190032263,9.0,1.0,10.0
191127655,1.0,2.0,3.0
190416975,1.0,2.0,3.0
90818571,1.0,1.0,2.0
190016607,1.0,1.0,2.0
190016822,1.0,1.0,2.0
191160103,11.0,0.0,11.0
191222501,0.0,1.0,1.0
191674204,6.0,0.0,6.0
190040865,1.0,2.0,3.0
190086108,1.0,2.0,3.0
2473682,0.0,13.0,13.0
190480975,1.0,1.0,2.0
92544516,1.0,0.0,1.0
191163202,0.0,1.0,1.0
191761903,1.0,0.0,1.0
191583977,0.0,1.0,1.0
190009102,0.0,1.0,1.0
190008850,2.0,1.0,3.0
92544513,1.0,0.0,1.0
191379458,0.0,2.0,2.0
191379637,1.0,1.0,2.0
191127113,0.0,1.0,1.0
191391316,0.0,1.0,1.0
59196479,1.0,1.0,2.0
4074607,1.0,2.0,3.0
191378169,0.0,2.0,2.0
190830081,0.0,1.0,1.0
156381308,1.0,1.0,2.0
47894076,1.0,0.0,1.0
190053555,0.0,1.0,1.0
190446764,1.0,2.0,3.0
190447243,1.0,2.0,3.0
192099709,1.0,1.0,2.0
191785291,1.0,1.0,2.0
190917058,0.0,1.0,1.0
191612920,1.0,1.0,2.0
191453248,7.0,5.0,12.0
35784820,3.0,0.0,3.0
127497461,0.0,1.0,1.0
190935095,1.0,1.0,2.0
19306126,1.0,1.0,2.0
8588922,1.0,1.0,2.0
190999782,1.0,1.0,2.0
190980144,1.0,1.0,2.0
190980146,1.0,0.0,1.0
190006242,0.0,2.0,2.0
191220667,2.0,1.0,3.0
190922041,1.0,1.0,2.0
190922049,1.0,1.0,2.0
190852921,0.0,2.0,2.0
190852814,1.0,1.0,2.0
36577650,0.0,1.0,1.0
189802891,1.0,1.0,2.0
190086107,10.0,1.0,11.0
191703281,1.0,1.0,2.0
190016408,1.0,2.0,3.0
190016601,1.0,2.0,3.0
191103552,1.0,2.0,3.0
191131116,1.0,0.0,1.0
190421353,1.0,1.0,2.0
192596289,1.0,0.0,1.0
191112604,1.0,1.0,2.0
191132660,1.0,1.0,2.0
191638905,10.0,1.0,11.0
192078294,1.0,1.0,2.0
190409593,3.0,2.0,5.0
191203645,0.0,1.0,1.0
190076968,0.0,2.0,2.0
190531673,0.0,2.0,2.0
190830357,10.0,1.0,11.0
190885563,0.0,1.0,1.0
190920845,0.0,2.0,2.0
190832318,0.0,2.0,2.0
142084594,1.0,0.0,1.0
191501772,0.0,2.0,2.0
190040145,0.0,2.0,2.0
33383673,2.0,0.0,2.0
190827798,1.0,1.0,2.0
191391107,0.0,1.0,1.0
190414338,1.0,1.0,2.0
190414494,1.0,1.0,2.0
190416297,1.0,1.0,2.0
191206026,2.0,1.0,3.0
191442251,1.0,2.0,3.0
191523404,9.0,1.0,10.0
77986091,1.0,1.0,2.0
191212119,1.0,0.0,1.0
