txId,time_step,in_degree,out_degree,total_degree,degree_imbalance,absolute_degree_imbalance,unique_out_neighbors,unique_in_neighbors,unique_neighbors,has_incoming,has_outgoing,is_source,is_sink,is_isolated,in_degree_ratio,out_degree_ratio
234677702,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
235444306,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234608561,11,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
234193733,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
4490095,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234834449,11,1,3,4,2,2,3,1,4,1,1,0,0,0,0.25,0.75
4276317,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234197523,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235447817,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
115152716,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234357322,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
23941900,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234655831,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234397170,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234683557,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234847043,11,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
234161339,11,1,4,5,3,3,4,1,5,1,1,0,0,0,0.2,0.8
236131629,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
115241761,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
17260125,11,1,5,6,4,4,5,1,6,1,1,0,0,0,0.16666666666666666,0.8333333333333334
234435663,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234716145,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
3583671,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
23486282,11,6,0,6,-6,6,0,6,6,1,0,0,1,0,1.0,0.0
66972379,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
66974198,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234694538,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
236139337,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
1674928,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
6788218,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
30811863,11,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
234582402,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234565912,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234561297,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234560979,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234196203,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234193907,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235845796,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234554699,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234633549,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234565878,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234736625,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234794064,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234749316,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235440184,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
99924189,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
48632126,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
10524524,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234166801,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
124146244,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234152126,11,4,1,5,-3,3,1,4,5,1,1,0,0,0,0.8,0.2
234563302,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235841228,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234683944,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
235129798,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
133421382,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234160763,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
37401299,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
10707302,11,3,0,3,-3,3,0,3,3,1,0,0,1,0,1.0,0.0
234851796,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
65951077,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
102483523,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
226940398,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
7895814,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234170916,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
236172792,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235150491,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234183513,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234183517,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
41868437,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234714487,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
47129920,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234612842,11,4,0,4,-4,4,0,4,4,1,0,0,1,0,1.0,0.0
234253739,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
54863078,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234592038,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
25354365,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234212714,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
24969791,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234666972,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234667041,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
38609855,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234354550,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234159318,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235817034,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234557835,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234557832,11,2,0,2,-2,2,0,2,2,1,0,0,1,0,1.0,0.0
234169273,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234635571,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234901701,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
96037347,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
64922642,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234230083,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234435668,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
9631185,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234835263,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234574783,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235823323,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234565137,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
64151684,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
2678886,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234856874,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234859452,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234863808,11,3,0,3,-3,3,0,3,3,1,0,0,1,0,1.0,0.0
234346294,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234346292,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235845986,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234857116,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234560103,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
235443520,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234822689,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234642409,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234642422,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234182659,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234616043,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234653484,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234655488,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
126942743,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234224938,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
140318845,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234187495,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234833673,11,4,2,6,-2,2,2,4,6,1,1,0,0,0,0.6666666666666666,0.3333333333333333
234225198,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
13171856,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
56126547,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234380920,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
132542244,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234170822,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234187465,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234193025,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
87968375,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
24934936,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
33601514,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234830766,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234842092,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234565911,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234397203,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
66972197,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
70462617,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
174058114,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
12530274,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
12530278,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
35524950,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
236148263,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
236148283,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234177314,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234245990,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234246175,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234248808,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234381261,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234179919,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234636806,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
11113752,11,2,0,2,-2,2,0,2,2,1,0,0,1,0,1.0,0.0
91252302,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234435346,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234435610,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234771066,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
12530281,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
36070072,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234227102,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234660924,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234625385,11,3,0,3,-3,3,0,3,3,1,0,0,1,0,1.0,0.0
234163453,11,0,4,4,4,4,4,0,4,0,1,1,0,0,0.0,1.0
234605228,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234863500,11,2,0,2,-2,2,0,2,2,1,0,0,1,0,1.0,0.0
234152200,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234711179,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234432835,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235479745,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
32637836,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234861276,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234171663,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234209014,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234209009,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234725204,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
13487553,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
235434604,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
61751332,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
236107175,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234648343,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234252359,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
235483051,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234691932,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234863174,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234677912,11,2,2,4,0,0,2,2,4,1,1,0,0,0,0.5,0.5
234677917,11,2,2,4,0,0,2,2,4,1,1,0,0,0,0.5,0.5
234247001,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234247004,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
10039521,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
12407265,11,1,3,4,2,2,3,1,4,1,1,0,0,0,0.25,0.75
38629199,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234253931,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234561897,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
117252681,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
175533087,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
89880157,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
71959840,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234209006,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234194838,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
174763607,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234649902,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234572912,11,2,2,4,0,0,2,2,4,1,1,0,0,0,0.5,0.5
234833666,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234574633,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234252373,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234194930,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234229374,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234435631,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234435632,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
66975263,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234664880,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234396423,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234248785,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234646913,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
175787216,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
144895087,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235439557,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234207746,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234354049,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
64271195,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234191229,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234392221,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
28561465,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
100829055,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234597375,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
36627172,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
235406897,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234210184,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
66972394,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
3278956,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234149923,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234559575,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234201536,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
36839991,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234182678,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
234635596,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
41254884,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
66974489,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234435672,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234728872,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
55750810,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234229670,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235290880,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235290883,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
67715099,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234598064,11,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
80002862,11,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
235479890,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234160061,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
235412284,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234808160,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
11409455,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
235077694,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
236169393,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
67715459,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
10488964,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
3583025,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234567552,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234648375,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
146332838,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235291280,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235415450,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235415452,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234833139,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
99039573,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234832102,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
102219885,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
236137552,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234187102,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
66002200,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
36401694,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
58304932,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234890859,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234636475,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234241402,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234183800,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
11113719,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234435326,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234718056,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234718065,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
21976573,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
4468758,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
24941054,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
154760317,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234161448,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
123643252,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234642707,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
4534614,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
66972390,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234396446,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234247639,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234378122,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
119689474,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234556676,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235129794,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
102084532,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234165043,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
122845155,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
234730324,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
66973171,11,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
234180498,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
64099675,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234835417,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
234151155,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
3583614,11,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
235439784,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
235439786,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234727752,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
236144434,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234830773,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234830768,11,3,0,3,-3,3,0,3,3,1,0,0,1,0,1.0,0.0
234225177,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
25034364,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234864154,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
2745099,11,0,6,6,6,6,6,0,6,0,1,1,0,0,0.0,1.0
70769864,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
8679347,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234753866,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234901248,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234830765,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
17843091,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
60416213,11,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
234177325,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234890872,11,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
235065249,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
25306937,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
234599915,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234836488,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
13765937,11,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
36627202,11,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
235846389,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
235846393,11,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
24946511,11,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234851818,11,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
